binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.132 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.03 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.801 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.959 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.875 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.969 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.86 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.789 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.692 
binary-trees ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.691 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.232 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.247 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.884 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.022 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.822 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.774 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.698 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.688 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.111 
n-body ; 0.000000000000000000, 0.000000000000000000,  ,  ,  4.378 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.095 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.184 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.128 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.707 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.837 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  5.789 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.122 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.553 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.113 
mandelbrot ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.832 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  4.686 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.153 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.985 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.837 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.078 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.863 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.693 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.694 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.636 
fasta ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.708 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.036 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.762 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.916 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.769 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.916 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.755 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.725 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.783 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.772 
fannkuch-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.719 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.866 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.766 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.776 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.878 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.786 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.771 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.821 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.72 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.685 
k-nucleotide ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.669 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.907 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.755 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.743 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.756 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.812 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.639 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.741 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  3.33 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.571 
spectral-norms ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.172 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.9 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.849 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.853 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.792 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.775 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.772 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.664 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.643 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.736 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.664 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.024 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.24 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.046 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.972 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.896 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.777 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.676 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.711 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.789 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.67 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.904 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.855 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.771 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.797 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.802 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.84 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  4.075 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  2.148 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.407 
regex-redux ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.85 
